"board","combo","reach_probability","fold_frequency","call_frequency","raise_frequency","ev_fold_utg","ev_call_utg","ev_raise_utg","mixed_ev_utg","best_ev_action","best_ev_utg","highest_frequency_action","highest_frequency","loss_if_fold_utg","loss_if_call_utg","loss_if_raise_utg","iteration","exploitability"
"9s 8h 4d","8dAd","68,0109","0","0,811614","0,188386","0","3,77218","3,77264","3,77226665756","R","3,77264","C","0,811614","3,77264","0,000459999999999905","0","160","0,4734090566635132"
"9s 8h 4d","8sTs","0,139323","0","1","0","0","4,45551","4,17606","4,45551","C","4,45551","C","1","4,45551","0","0,279450000000001","160","0,4734090566635132"
"9s 8h 4d","8sKs","62,5869","0","0,687993","0,312007","0","3,53668","3,54068","3,537928028","R","3,54068","C","0,687993","3,54068","0,004","0","160","0,4734090566635132"
"9s 8h 4d","8sAs","67,8647","0","0,812593","0,187407","0","3,64333","3,64395","3,64344619234","R","3,64395","C","0,812593","3,64395","0,000620000000000065","0","160","0,4734090566635132"
"9s 8h 4d","9c9d","68,547","0","0,044349","0,955651","0","20,5963","20,6051","20,6047097288","R","20,6051","R","0,955651","20,6051","0,00880000000000081","0","160","0,4734090566635132"
"9s 8h 4d","9c9h","70,4885","0","9,1E-05","0,999909","0","20,814","20,86","20,859995814","R","20,86","R","0,999909","20,86","0,0459999999999994","0","160","0,4734090566635132"
"9s 8h 4d","9cTc","52,351","0","0,846733","0,153267","0","3,89704","3,89594","3,8968714063","C","3,89704","C","0,846733","3,89704","0","0,00109999999999921","160","0,4734090566635132"
"9s 8h 4d","9cJc","22,5645","0","0,996991","0,003009","0","3,83706","3,8316","3,83704357086","C","3,83706","C","0,996991","3,83706","0","0,0054599999999998","160","0,4734090566635132"
"9s 8h 4d","9cQc","67,9918","0","0,99496","0,00504","0","3,41516","3,41027","3,4151353544","C","3,41516","C","0,99496","3,41516","0","0,00489000000000051","160","0,4734090566635132"
"9s 8h 4d","9cKc","69,8318","0","0,852252","0,147748","0","3,27377","3,27424","3,27383944156","R","3,27424","C","0,852252","3,27424","0,000470000000000415","0","160","0,4734090566635132"
"9s 8h 4d","9cAc","68,0431","0","0,48634","0,51366","0","3,59987","3,60127","3,600589124","R","3,60127","R","0,51366","3,60127","0,00140000000000029","0","160","0,4734090566635132"
"9s 8h 4d","9d9h","70,3567","0","0","1","0","20,7778","20,8998","20,8998","R","20,8998","R","1","20,8998","0,122","0","160","0,4734090566635132"
"9s 8h 4d","9dTd","52,0765","0","0,852399","0,147601","0","4,6362","4,63491","4,63600959471","C","4,6362","C","0,852399","4,6362","0","0,0012900000000009","160","0,4734090566635132"
"9s 8h 4d","9dJd","21,7481","0","0,757374","0,242626","0","4,56525","4,56274","4,56464100874","C","4,56525","C","0,757374","4,56525","0","0,0025100000000009","160","0,4734090566635132"
"9s 8h 4d","9dQd","68,0995","0","0,88533","0,11467","0","4,12769","4,12629","4,127529462","C","4,12769","C","0,88533","4,12769","0","0,0013999999999994","160","0,4734090566635132"
"9s 8h 4d","9dKd","68,9471","0","0,544691","0,455309","0","4,05475","4,05555","4,0551142472","R","4,05555","C","0,544691","4,05555","0,000799999999999912","0","160","0,4734090566635132"
"9s 8h 4d","9dAd","67,4619","0","0,318512","0,681488","0","4,55662","4,55573","4,55601347568","C","4,55662","R","0,681488","4,55662","0","0,000890000000000946","160","0,4734090566635132"
"9s 8h 4d","9hTh","52,2772","0","0,852966","0,147034","0","4,58292","4,58132","4,5826847456","C","4,58292","C","0,852966","4,58292","0","0,00159999999999982","160","0,4734090566635132"
"9s 8h 4d","9hJh","21,6995","0","0,787702","0,212298","0","4,50083","4,49925","4,50049456916","C","4,50083","C","0,787702","4,50083","0","0,00157999999999969","160","0,4734090566635132"
"9s 8h 4d","9hQh","68,3734","0","0,900316","0,099684","0","4,08586","4,08429","4,08570349612","C","4,08586","C","0,900316","4,08586","0","0,00157000000000007","160","0,4734090566635132"
"9s 8h 4d","9hKh","69,2738","0","0,604675","0,395325","0","4,04715","4,05234","4,04920173675","R","4,05234","C","0,604675","4,05234","0,00518999999999981","0","160","0,4734090566635132"
"9s 8h 4d","9hAh","67,4197","0","0,468827","0,531173","0","4,52148","4,52099","4,52121972523","C","4,52148","R","0,531173","4,52148","0","0,000490000000000101","160","0,4734090566635132"
"9s 8h 4d","TcTd","67,2609","0","0,893092","0,106908","0","4,12205","4,12008","4,12183939124","C","4,12205","C","0,893092","4,12205","0","0,00197000000000003","160","0,4734090566635132"
"9s 8h 4d","TcTh","67,3776","0","0,889028","0,110972","0","4,12318","4,12124","4,12296471432","C","4,12318","C","0,889028","4,12318","0","0,00193999999999939","160","0,4734090566635132"
"9s 8h 4d","TcTs","67,7545","0","0,830278","0,169722","0","4,15322","4,1521","4,15302991136","C","4,15322","C","0,830278","4,15322","0","0,00112000000000023","160","0,4734090566635132"
"9s 8h 4d","TcJc","67,8159","0","0,49163","0,50837","0","4,70285","4,70858","4,7057629601","R","4,70858","R","0,50837","4,70858","0,00572999999999979","0","160","0,4734090566635132"
"9s 8h 4d","TcQc","67,2266","0","0,683972","0,316028","0","1,87418","1,8693","1,87263778336","C","1,87418","C","0,683972","1,87418","0","0,00488","160","0,4734090566635132"
"9s 8h 4d","TcQd","3,75883","0","0,463054","0,536946","0","1,96833","1,97681","1,97288330208","R","1,97681","R","0,536946","1,97681","0,00848000000000004","0","160","0,4734090566635132"
"9s 8h 4d","TcQh","3,75839","0","0,477397","0,522603","0","1,96652","1,97158","1,96916437118","R","1,97158","R","0,522603","1,97158","0,00506000000000029","0","160","0,4734090566635132"
"9s 8h 4d","TcQs","3,75653","0","0,426041","0,573959","0","1,95347","1,96723","1,96136767584","R","1,96723","R","0,573959","1,96723","0,01376","0","160","0,4734090566635132"
"9s 8h 4d","TcKc","69,0865","0,795187","0,196842","0,007971","0","0,003162","-0,0063576","0,0005717379744","C","0,003162","F","0,795187","0,003162","0","0,0095196","160","0,4734090566635132"
"9s 8h 4d","TcKd","21,3941","0,794104","0,205885","1,2E-05","0","-0,0038494","-0,0434311","-0,0007930548922","F","0","F","0,794104","0","0,0038494","0,0434311","160","0,4734090566635132"
"9s 8h 4d","TcKh","21,4247","0,827373","0,172616","1,1E-05","0","-0,0048214","-0,052877","-0,0008328324294","F","0","F","0,827373","0","0,0048214","0,052877","160","0,4734090566635132"
"9s 8h 4d","TcKs","21,5261","0,990717","0,009278","4E-06","0","-0,0162418","-0,0489674","-0,00015088729","F","0","F","0,990717","0","0,0162418","0,0489674","160","0,4734090566635132"
"9s 8h 4d","TcAc","66,7701","1","0","0","0","-0,021389","-0,0389149","0","F","0","F","1","0","0,021389","0,0389149","160","0,4734090566635132"
"9s 8h 4d","TcAd","66,2123","1","0","0","0","-0,0407009","-0,0402134","0","F","0","F","1","0","0,0407009","0,0402134","160","0,4734090566635132"
"9s 8h 4d","TcAh","66,159","1","0","0","0","-0,0455544","-0,0446121","0","F","0","F","1","0","0,0455544","0,0446121","160","0,4734090566635132"
"9s 8h 4d","TcAs","66,5516","1","0","0","0","-0,0519039","-0,0726467","0","F","0","F","1","0","0,0519039","0,0726467","160","0,4734090566635132"
"9s 8h 4d","TdTh","67,2432","0","0,93304","0,06696","0","4,19563","4,19063","4,1952952","C","4,19563","C","0,93304","4,19563","0","0,00499999999999901","160","0,4734090566635132"
"9s 8h 4d","TdTs","67,4886","0","0,906548","0,093452","0","4,22655","4,22326","4,22624254292","C","4,22655","C","0,906548","4,22655","0","0,00329000000000068","160","0,4734090566635132"
"9s 8h 4d","TdJd","67,0597","0","0,328944","0,671056","0","5,45515","5,4558","5,4555861864","R","5,4558","R","0,671056","5,4558","0,000650000000000261","0","160","0,4734090566635132"
"9s 8h 4d","TdQc","3,76198","0","0,067138","0,932862","0","1,98735","2,03016","2,02728582222","R","2,03016","R","0,932862","2,03016","0,04281","0","160","0,4734090566635132"
"9s 8h 4d","TdQd","67,0242","0","0,352013","0,647987","0","2,50124","2,50191","2,50167415129","R","2,50191","R","0,647987","2,50191","0,000669999999999948","0","160","0,4734090566635132"
"9s 8h 4d","TdQh","3,74817","0","0,15323","0,84677","0","2,07393","2,09921","2,0953363456","R","2,09921","R","0,84677","2,09921","0,0252800000000004","0","160","0,4734090566635132"
"9s 8h 4d","TdQs","3,74627","0","0,029362","0,970638","0","2,05672","2,09029","2,08930431766","R","2,09029","R","0,970638","2,09029","0,0335700000000001","0","160","0,4734090566635132"
"9s 8h 4d","TdKc","21,3759","0,851006","0,148544","0,00045","0","-0,0124283","-0,0360355","-0,0018623653702","F","0","F","0,851006","0","0,0124283","0,0360355","160","0,4734090566635132"
"9s 8h 4d","TdKd","68,0964","0","0,218641","0,781359","0","0,416131","0,411322","0,412373444569","C","0,416131","R","0,781359","0,416131","0","0,00480900000000001","160","0,4734090566635132"
"9s 8h 4d","TdKh","21,2402","0,732665","0,243416","0,023919","0","-0,0079983","-0,0227619","-0,0024913560789","F","0","F","0,732665","0","0,0079983","0,0227619","160","0,4734090566635132"
"9s 8h 4d","TdKs","21,4246","0,915687","0,069291","0,015021","0","-0,0206928","-0,0153297","-0,0016640922285","F","0","F","0,915687","0","0,0206928","0,0153297","160","0,4734090566635132"
"9s 8h 4d","TdAc","66,0707","1","0","0","0","-0,0784824","-0,103236","0","F","0","F","1","0","0,0784824","0,103236","160","0,4734090566635132"
"9s 8h 4d","TdAd","66,3733","0","0,592351","0,407649","0","0,521809","0,516378","0,519595058281","C","0,521809","C","0,592351","0,521809","0","0,00543099999999996","160","0,4734090566635132"
"9s 8h 4d","TdAh","65,9744","0,989792","0","0,010208","0","-0,0660751","-0,0020023","-2,04394784E-05","F","0","F","0,989792","0","0,0660751","0,0020023","160","0,4734090566635132"
"9s 8h 4d","TdAs","66,3691","1","0","0","0","-0,074892","-0,020937","0","F","0","F","1","0","0,074892","0,020937","160","0,4734090566635132"
"9s 8h 4d","ThTs","67,5697","0","0,920039","0,079961","0","4,228","4,22477","4,22774172597","C","4,228","C","0,920039","4,228","0","0,0032299999999994","160","0,4734090566635132"
"9s 8h 4d","ThJh","67,1946","0","0,339279","0,660721","0","5,48258","5,48058","5,481258558","C","5,48258","R","0,660721","5,48258","0","0,00200000000000067","160","0,4734090566635132"
"9s 8h 4d","ThQc","3,76513","0","0,118025","0,881975","0","1,99216","2,026","2,022006034","R","2,026","R","0,881975","2,026","0,0338400000000001","0","160","0,4734090566635132"
"9s 8h 4d","ThQd","3,75176","0","0,169035","0,830965","0","2,07801","2,09849","2,0950281632","R","2,09849","R","0,830965","2,09849","0,0204800000000001","0","160","0,4734090566635132"
"9s 8h 4d","ThQh","67,0044","0","0,332762","0,667238","0","2,50392","2,50733","2,50619528158","R","2,50733","R","0,667238","2,50733","0,00341000000000014","0","160","0,4734090566635132"
"9s 8h 4d","ThQs","3,74946","0","0,081821","0,91818","0","2,0585","2,08129","2,0794273807","R","2,08129","R","0,91818","2,08129","0,0227900000000001","0","160","0,4734090566635132"
"9s 8h 4d","ThKc","21,4396","0,883055","0,11674","0,000205","0","-0,0117195","-0,0442028","-0,001377196004","F","0","F","0,883055","0","0,0117195","0,0442028","160","0,4734090566635132"
"9s 8h 4d","ThKd","21,2735","0,713417","0,253301","0,033282","0","-0,0063572","-0,0187637","-0,0022347785806","F","0","F","0,713417","0","0,0063572","0,0187637","160","0,4734090566635132"
"9s 8h 4d","ThKh","68,2627","0","0,227036","0,772964","0","0,412737","0,403858","0,405873852644","C","0,412737","R","0,772964","0,412737","0","0,00887900000000008","160","0,4734090566635132"
"9s 8h 4d","ThKs","21,4307","0,941158","0,050235","0,008607","0","-0,0182625","-0,0192158","-0,0010828070781","F","0","F","0,941158","0","0,0182625","0,0192158","160","0,4734090566635132"
"9s 8h 4d","ThAc","66,127","1","0","0","0","-0,0714527","-0,1150539","0","F","0","F","1","0","0,0714527","0,1150539","160","0,4734090566635132"
"9s 8h 4d","ThAd","66,0841","0,979673","0","0,020327","0","-0,0567955","0,000946","1,9229342E-05","R","0,000946","F","0,979673","0,000946","0,0577415","0","160","0,4734090566635132"
"9s 8h 4d","ThAh","66,4383","0","0,590563","0,409437","0","0,513749","0,509591","0,512046560954","C","0,513749","C","0,590563","0,513749","0","0,004158","160","0,4734090566635132"
"9s 8h 4d","ThAs","66,4254","1","0","0","0","-0,0724438","-0,0293072","0","F","0","F","1","0","0,0724438","0,0293072","160","0,4734090566635132"
"9s 8h 4d","TsJs","67,8039","0","0,30237","0,69763","0","5,52907","5,53128","5,5306117623","R","5,53128","R","0,69763","5,53128","0,00221000000000071","0","160","0,4734090566635132"
"9s 8h 4d","TsQc","3,78977","0","0,108251","0,891749","0","1,96704","2,01004","2,005385207","R","2,01004","R","0,891749","2,01004","0,0429999999999999","0","160","0,4734090566635132"
"9s 8h 4d","TsQd","3,77641","0","0,138207","0,861793","0","2,05649","2,0788","2,07571660183","R","2,0788","R","0,861793","2,0788","0,0223100000000001","0","160","0,4734090566635132"
"9s 8h 4d","TsQh","3,77598","0","0,170599","0,829401","0","2,05376","2,07279","2,06954350103","R","2,07279","R","0,829401","2,07279","0,0190300000000003","0","160","0,4734090566635132"
"9s 8h 4d","TsQs","67,4492","0","0,328587","0,671413","0","2,52897","2,53194","2,53096409661","R","2,53194","R","0,671413","2,53194","0,00296999999999992","0","160","0,4734090566635132"
"9s 8h 4d","TsKc","21,6206","0,99916","0,000803","3,6E-05","0","-0,0226505","-0,0563709","-2,02177039E-05","F","0","F","0,99916","0","0,0226505","0,0563709","160","0,4734090566635132"
"9s 8h 4d","TsKd","21,4913","0,939809","0,057906","0,002285","0","-0,0150879","-0,0340137","-0,0009514012419","F","0","F","0,939809","0","0,0150879","0,0340137","160","0,4734090566635132"
"9s 8h 4d","TsKh","21,5145","0,982435","0,016171","0,001394","0","-0,0150852","-0,0433643","-0,0003043926034","F","0","F","0,982435","0","0,0150852","0,0433643","160","0,4734090566635132"
"9s 8h 4d","TsKs","69,0266","0","0,2466","0,7534","0","0,422152","0,410646","0,4134833796","C","0,422152","R","0,7534","0,422152","0","0,011506","160","0,4734090566635132"
"9s 8h 4d","TsAc","66,5672","1","0","0","0","-0,1061687","-0,1418236","0","F","0","F","1","0","0,1061687","0,1418236","160","0,4734090566635132"
"9s 8h 4d","TsAd","66,5263","1","0","0","0","-0,0912708","-0,0225952","0","F","0","F","1","0","0,0912708","0,0225952","160","0,4734090566635132"
"9s 8h 4d","TsAh","66,473","1","0","0","0","-0,0962345","-0,0303295","0","F","0","F","1","0","0,0962345","0,0303295","160","0,4734090566635132"
"9s 8h 4d","TsAs","67,3083","0","0,671291","0,32871","0","0,500213","0,49562","0,498703735183","C","0,500213","C","0,671291","0,500213","0","0,00459300000000001","160","0,4734090566635132"
"9s 8h 4d","JcJd","68,3513","0","0,730383","0,269617","0","5,47228","5,46998","5,4716598809","C","5,47228","C","0,730383","5,47228","0","0,00229999999999908","160","0,4734090566635132"
"9s 8h 4d","JcJh","68,3273","0","0,735008","0,264992","0","5,4689","5,46727","5,46846806304","C","5,4689","C","0,735008","5,4689","0","0,00162999999999958","160","0,4734090566635132"
"9s 8h 4d","JcJs","68,2842","0","0,741855","0,258145","0","5,48428","5,48133","5,48351847225","C","5,48428","C","0,741855","5,48428","0","0,00295000000000023","160","0,4734090566635132"
"9s 8h 4d","JcQc","67,3649","0","0,633002","0,366998","0","1,72239","1,72372","1,72287810734","R","1,72372","C","0,633002","1,72372","0,00133000000000005","0","160","0,4734090566635132"
"9s 8h 4d","JcQd","37,7979","0","0,490405","0,509595","0","1,79781","1,79622","1,79699974395","C","1,79781","R","0,509595","1,79781","0","0,0015900000000002","160","0,4734090566635132"
"9s 8h 4d","JcQh","37,7981","0","0,509734","0,490266","0","1,79678","1,78914","1,79303436776","C","1,79678","C","0,509734","1,79678","0","0,00763999999999987","160","0,4734090566635132"
"9s 8h 4d","JcQs","37,7606","0","0,483857","0,516143","0","1,79248","1,78165","1,78689017131","C","1,79248","R","0,516143","1,79248","0","0,0108299999999999","160","0,4734090566635132"
"9s 8h 4d","JcKc","70,0874","0,746549","0,240599","0,012853","0","0,0169193","0,0050121","0,004135187182","C","0,0169193","F","0,746549","0,0169193","0","0,0119072","160","0,4734090566635132"
"9s 8h 4d","JcKd","69,1488","0,96727","0,032722","7E-06","0","-0,0079983","-0,0738674","-0,0002622374444","F","0","F","0,96727","0","0,0079983","0,0738674","160","0,4734090566635132"
"9s 8h 4d","JcKh","69,1761","0,978384","0,02161","6E-06","0","-0,0059399","-0,0800282","-0,0001288414082","F","0","F","0,978384","0","0,0059399","0,0800282","160","0,4734090566635132"
"9s 8h 4d","JcKs","69,4611","0,999947","5,2E-05","2E-06","0","-0,0136604","-0,0853798","-8,811004E-07","F","0","F","0,999947","0","0,0136604","0,0853798","160","0,4734090566635132"
"9s 8h 4d","JcAc","66,7956","0,782327","0,080677","0,136996","0","0,0032543","0,0126163","0,0019909297959","R","0,0126163","F","0,782327","0,0126163","0,009362","0","160","0,4734090566635132"
"9s 8h 4d","JcAd","67,2139","0,852474","0,044613","0,102913","0","0,003233","-0,001215","1,9194534E-05","C","0,003233","F","0,852474","0,003233","0","0,004448","160","0,4734090566635132"
"9s 8h 4d","JcAh","67,1214","0,899868","0,015383","0,084749","0","0,0028564","-0,0051926","-0,0003961276562","C","0,0028564","F","0,899868","0,0028564","0","0,008049","160","0,4734090566635132"
"9s 8h 4d","JcAs","67,5483","0,963315","0,001831","0,034854","0","-0,0011459","-0,0046913","-0,0001656087131","F","0","F","0,963315","0","0,0011459","0,0046913","160","0,4734090566635132"
"9s 8h 4d","JdJh","67,7216","0","0,780374","0,219626","0","5,53417","5,52992","5,5332365895","C","5,53417","C","0,780374","5,53417","0","0,00425000000000075","160","0,4734090566635132"
"9s 8h 4d","JdJs","67,8135","0","0,782365","0,217635","0","5,54499","5,54214","5,54436974025","C","5,54499","C","0,782365","5,54499","0","0,00285000000000046","160","0,4734090566635132"
"9s 8h 4d","JdQc","37,5535","0","0,46226","0,53774","0","1,77538","1,77189","1,7735032874","C","1,77538","R","0,53774","1,77538","0","0,00348999999999955","160","0,4734090566635132"
"9s 8h 4d","JdQd","66,8838","0","0,310482","0,689518","0","2,28762","2,30513","2,29969346018","R","2,30513","R","0,689518","2,30513","0,0175100000000001","0","160","0,4734090566635132"
"9s 8h 4d","JdQh","37,411","0","0,473878","0,526122","0","1,85501","1,83872","1,84643947262","C","1,85501","R","0,526122","1,85501","0","0,0162900000000001","160","0,4734090566635132"
"9s 8h 4d","JdQs","37,411","0","0,446334","0,553666","0","1,85039","1,83144","1,8398980293","C","1,85039","R","0,553666","1,85039","0","0,0189500000000002","160","0,4734090566635132"
"9s 8h 4d","JdKc","68,8379","0,91557","0,084344","8,6E-05","0","0,0031891","-0,067812","0,0002631496184","C","0,0031891","F","0,91557","0,0031891","0","0,0710011","160","0,4734090566635132"
"9s 8h 4d","JdKd","67,6998","0","0,283331","0,716669","0","0,412721","0,395919","0,400679527462","C","0,412721","R","0,716669","0,412721","0","0,016802","160","0,4734090566635132"
"9s 8h 4d","JdKh","68,5409","0,828751","0,170931","0,000319","0","0,0014004","-0,0813011","0,0002134367215","C","0,0014004","F","0,828751","0,0014004","0","0,0827015","160","0,4734090566635132"
"9s 8h 4d","JdKs","68,8501","0,959493","0,040453","5,4E-05","0","-0,0014877","-0,0861694","-6,48350757E-05","F","0","F","0,959493","0","0,0014877","0,0861694","160","0,4734090566635132"
"9s 8h 4d","JdAc","66,599","0,739196","0,146132","0,114672","0","-0,0011044","0,0094975","0,0009277091392","R","0,0094975","F","0,739196","0,0094975","0,0106019","0","160","0,4734090566635132"
"9s 8h 4d","JdAd","66,9114","0","0,877913","0,122087","0","0,661156","0,65074","0,659884341808","C","0,661156","C","0,877913","0,661156","0","0,010416","160","0,4734090566635132"
"9s 8h 4d","JdAh","66,5616","0,720303","0,041464","0,238232","0","-0,0007507","0,0006435","0,0001221752672","R","0,0006435","F","0,720303","0,0006435","0,0013942","0","160","0,4734090566635132"
"9s 8h 4d","JdAs","66,8407","0,818184","0,008289","0,173527","0","0,0009632","-0,0007973","-0,0001303691123","C","0,0009632","F","0,818184","0,0009632","0","0,0017605","160","0,4734090566635132"
"9s 8h 4d","JhJs","67,8395","0","0,796249","0,203751","0","5,54122","5,53788","5,54053947166","C","5,54122","C","0,796249","5,54122","0","0,00334000000000056","160","0,4734090566635132"
"9s 8h 4d","JhQc","37,5048","0","0,49573","0,50427","0","1,77576","1,76847","1,7720838717","C","1,77576","R","0,50427","1,77576","0","0,00729000000000002","160","0,4734090566635132"
"9s 8h 4d","JhQd","37,439","0","0,460293","0,539707","0","1,85619","1,84105","1,84801883602","C","1,85619","R","0,539707","1,85619","0","0,0151400000000004","160","0,4734090566635132"
"9s 8h 4d","JhQh","66,8775","0","0,270877","0,729123","0","2,29778","2,31472","2,31013134362","R","2,31472","R","0,729123","2,31472","0,0169400000000004","0","160","0,4734090566635132"
"9s 8h 4d","JhQs","37,4129","0","0,462783","0,537217","0","1,8505","1,82793","1,83837501231","C","1,8505","R","0,537217","1,8505","0","0,02257","160","0,4734090566635132"
"9s 8h 4d","JhKc","68,8312","0,928697","0,07125","5,3E-05","0","0,0014587","-0,0700787","0,0001002182039","C","0,0014587","F","0,928697","0,0014587","0","0,0715374","160","0,4734090566635132"
"9s 8h 4d","JhKd","68,5011","0,814097","0,185449","0,000455","0","0,000404","-0,0752975","4,06610335E-05","C","0,000404","F","0,814097","0,000404","0","0,0757015","160","0,4734090566635132"
"9s 8h 4d","JhKh","67,9564","0","0,292598","0,707402","0","0,411721","0,39578","0,400444304718","C","0,411721","R","0,707402","0,411721","0","0,015941","160","0,4734090566635132"
"9s 8h 4d","JhKs","68,8428","0,956843","0,043124","3,3E-05","0","-0,0016567","-0,0871807","-7,43204939E-05","F","0","F","0,956843","0","0,0016567","0,0871807","160","0,4734090566635132"
"9s 8h 4d","JhAc","66,6103","0,78373","0,115988","0,100282","0","0,0005955","0,0085953","0,0009310247286","R","0,0085953","F","0,78373","0,0085953","0,0079998","0","160","0,4734090566635132"
"9s 8h 4d","JhAd","66,3479","0,700799","0,069815","0,229386","0","4,5E-05","0,0007618","0,0001778879298","R","0,0007618","F","0,700799","0,0007618","0,0007168","0","160","0,4734090566635132"
"9s 8h 4d","JhAh","66,8089","0","0,858855","0,141145","0","0,64984","0,642096","0,64874697312","C","0,64984","C","0,858855","0,64984","0","0,00774399999999997","160","0,4734090566635132"
"9s 8h 4d","JhAs","67,0182","0,825137","0,004133","0,17073","0","0,0001793","-0,0014","-0,0002382809531","C","0,0001793","F","0,825137","0,0001793","0","0,0015793","160","0,4734090566635132"
"9s 8h 4d","JsQc","37,5776","0","0,469889","0,530111","0","1,76898","1,76688","1,7678667669","C","1,76898","R","0,530111","1,76898","0","0,00210000000000021","160","0,4734090566635132"
"9s 8h 4d","JsQd","37,4913","0","0,44468","0,55532","0","1,84953","1,83801","1,8431327136","C","1,84953","R","0,55532","1,84953","0","0,0115200000000002","160","0,4734090566635132"
"9s 8h 4d","JsQh","37,5039","0","0,479387","0,520613","0","1,84777","1,83194","1,83952869621","C","1,84777","R","0,520613","1,84777","0","0,0158299999999998","160","0,4734090566635132"
"9s 8h 4d","JsQs","66,7526","0","0,253348","0,746653","0","2,34135","2,35662","2,35275373266","R","2,35662","R","0,746653","2,35662","0,0152700000000001","0","160","0,4734090566635132"
"9s 8h 4d","JsKc","68,9434","0,969982","0,02999","2,8E-05","0","0,0003174","-0,0619095","7,78536E-06","C","0,0003174","F","0,969982","0,0003174","0","0,0622269","160","0,4734090566635132"
"9s 8h 4d","JsKd","68,6268","0,857309","0,142506","0,000185","0","-0,001704","-0,0728287","-0,0002563035335","F","0","F","0,857309","0","0,001704","0,0728287","160","0,4734090566635132"
"9s 8h 4d","JsKh","68,6552","0,881965","0,117939","9,6E-05","0","-0,0021187","-0,080785","-0,0002576327193","F","0","F","0,881965","0","0,0021187","0,080785","160","0,4734090566635132"
"9s 8h 4d","JsKs","68,63","0","0,286141","0,713859","0","0,432771","0,416595","0,421223616816","C","0,432771","R","0,713859","0,432771","0","0,016176","160","0,4734090566635132"
"9s 8h 4d","JsAc","66,739","0,84865","0,062057","0,089293","0","0,0002796","0,0089767","0,0008189076103","R","0,0089767","F","0,84865","0,0089767","0,0086971","0","160","0,4734090566635132"
"9s 8h 4d","JsAd","66,6745","0,767781","0,02151","0,210709","0","0,0015728","0,0025124","0,0005632162196","R","0,0025124","F","0,767781","0,0025124","0,0009396","0","160","0,4734090566635132"
"9s 8h 4d","JsAh","66,7167","0,798474","0,004651","0,196875","0","0,0008137","0,0006088","0,0001236420187","C","0,0008137","F","0,798474","0,0008137","0","0,0002049","160","0,4734090566635132"
"9s 8h 4d","JsAs","67,3021","0","0,862193","0,137807","0","0,658894","0,654489","0,658286960165","C","0,658894","C","0,862193","0,658894","0","0,00440499999999999","160","0,4734090566635132"
"9s 8h 4d","QcQd","67,0315","0","0,580442","0,419558","0","6,42656","6,41294","6,42084562004","C","6,42656","C","0,580442","6,42656","0","0,0136199999999995","160","0,4734090566635132"
"9s 8h 4d","QcQh","67,1382","0","0,564628","0,435372","0","6,42429","6,41141","6,41868240864","C","6,42429","C","0,564628","6,42429","0","0,0128800000000018","160","0,4734090566635132"
"9s 8h 4d","QcQs","66,9432","0","0,673502","0,326498","0","6,44402","6,43251","6,44026200802","C","6,44402","C","0,673502","6,44402","0","0,0115099999999995","160","0,4734090566635132"
"9s 8h 4d","QcKc","69,4196","0,999999","0","1E-06","0","-0,0646557","-0,1088371","-1,088371E-07","F","0","F","0,999999","0","0,0646557","0,1088371","160","0,4734090566635132"
"9s 8h 4d","QcKd","68,936","0,999999","0","1E-06","0","-0,0714199","-0,2119797","-2,119797E-07","F","0","F","0,999999","0","0,0714199","0,2119797","160","0,4734090566635132"
"9s 8h 4d","QcKh","68,9645","0,999999","0","1E-06","0","-0,0742893","-0,2127132","-2,127132E-07","F","0","F","0,999999","0","0,0742893","0,2127132","160","0,4734090566635132"
"9s 8h 4d","QcKs","69,2475","1","0","0","0","-0,1006088","-0,2276127","0","F","0","F","1","0","0,1006088","0,2276127","160","0,4734090566635132"
"9s 8h 4d","QcAc","66,5813","0","0,979056","0,020944","0","0,025629","0,0231472","0,0255770211808","C","0,025629","C","0,979056","0,025629","0","0,0024818","160","0,4734090566635132"
"9s 8h 4d","QcAd","66,562","4E-06","0,913626","0,086371","0","0,0577929","0,0574524","0,0577633172958","C","0,0577929","C","0,913626","0,0577929","0","0,000340500000000001","160","0,4734090566635132"
"9s 8h 4d","QcAh","66,5371","1,9E-05","0,875757","0,124224","0","0,0481483","0,0487568","0,0482229754863","R","0,0487568","C","0,875757","0,0487568","0,000608500000000005","0","160","0,4734090566635132"
"9s 8h 4d","QcAs","66,9062","5,3E-05","0,898215","0,101732","0","0,039151","0,0374847","0,0389794089654","C","0,039151","C","0,898215","0,039151","0","0,00166630000000001","160","0,4734090566635132"
"9s 8h 4d","QdQh","66,8553","0","0,619456","0,380544","0","6,47113","6,46226","6,46775457472","C","6,47113","C","0,619456","6,47113","0","0,00886999999999905","160","0,4734090566635132"
"9s 8h 4d","QdQs","66,8704","0","0,695583","0,304417","0","6,49148","6,48881","6,49066720661","C","6,49148","C","0,695583","6,49148","0","0,00267000000000106","160","0,4734090566635132"
"9s 8h 4d","QdKc","68,9642","0,999999","0","1E-06","0","-0,0571659","-0,1644814","-1,644814E-07","F","0","F","0,999999","0","0,0571659","0,1644814","160","0,4734090566635132"
"9s 8h 4d","QdKd","67,4915","0","0,618968","0,381031","0","0,271471","0,24198","0,260233743308","C","0,271471","C","0,618968","0,271471","0","0,029491","160","0,4734090566635132"
